problem_id,problem,method,seed,evals,wall_time_s,repair_time_s
bbob-constrained_f018_i02_d05,f018_i02_d05,project,42,504,0.16109060001326725,0.09602769996854477
bbob-constrained_f018_i02_d05,f018_i02_d05,reject,42,504,2.9063460000033956,2.7768165999441408
bbob-constrained_f018_i02_d05,f018_i02_d05,penalty,42,504,0.08046649998868816,0.0003686998679768294
bbob-constrained_f018_i03_d05,f018_i03_d05,project,42,504,0.16490810000686906,0.09723599994322285
bbob-constrained_f018_i03_d05,f018_i03_d05,reject,42,504,2.8820120000018505,2.760240599993267
bbob-constrained_f018_i03_d05,f018_i03_d05,penalty,42,504,0.07980259999749251,0.00037189992144703865
bbob-constrained_f019_i01_d05,f019_i01_d05,project,42,504,0.12872190000780392,0.0675147001456935
bbob-constrained_f019_i01_d05,f019_i01_d05,reject,42,504,0.09112119999190327,0.03304829997068737
bbob-constrained_f019_i01_d05,f019_i01_d05,penalty,42,504,0.08420399999886286,0.00037979982153046876
bbob-constrained_f019_i02_d05,f019_i02_d05,project,42,208,0.04104900000675116,0.0150287000433309
bbob-constrained_f019_i02_d05,f019_i02_d05,reject,42,504,0.10279119999904651,0.04416249998030253
bbob-constrained_f019_i02_d05,f019_i02_d05,penalty,42,504,0.07591459999093786,0.00035739995655603707
bbob-constrained_f019_i03_d05,f019_i03_d05,project,42,168,0.029932599994936027,0.009614099995815195
bbob-constrained_f019_i03_d05,f019_i03_d05,reject,42,504,0.09228760001133196,0.032022300249082036
bbob-constrained_f019_i03_d05,f019_i03_d05,penalty,42,504,0.07068420000723563,0.0003428000054555014
bbob-constrained_f020_i01_d05,f020_i01_d05,project,42,504,0.193007599998964,0.12180969992186874
bbob-constrained_f020_i01_d05,f020_i01_d05,reject,42,504,1.0642430000007153,0.9837844996218337
bbob-constrained_f020_i01_d05,f020_i01_d05,penalty,42,504,0.07314929999120068,0.00035469992144498974
bbob-constrained_f020_i02_d05,f020_i02_d05,project,42,272,0.05543940000643488,0.023086800021701492
bbob-constrained_f020_i02_d05,f020_i02_d05,reject,42,504,0.10699449999083299,0.044329500015010126
bbob-constrained_f020_i02_d05,f020_i02_d05,penalty,42,504,0.07517840000218712,0.00036260018532630056
bbob-constrained_f020_i03_d05,f020_i03_d05,project,42,504,0.15588839999691118,0.09282029981841333
bbob-constrained_f020_i03_d05,f020_i03_d05,reject,42,504,0.2557039999956032,0.18825760012259707
bbob-constrained_f020_i03_d05,f020_i03_d05,penalty,42,504,0.082623300011619,0.0003742997068911791
bbob-constrained_f021_i01_d05,f021_i01_d05,project,42,384,0.1026999000023352,0.056446599919581786
bbob-constrained_f021_i01_d05,f021_i01_d05,reject,42,504,3.7481561999884434,3.6225067001068965
bbob-constrained_f021_i01_d05,f021_i01_d05,penalty,42,504,0.07543119999172632,0.0003487999929348007
bbob-constrained_f021_i02_d05,f021_i02_d05,project,42,504,0.19034110000939108,0.11802950015407987
bbob-constrained_f021_i02_d05,f021_i02_d05,reject,42,504,1.160726500005694,1.0776780999003677
bbob-constrained_f021_i02_d05,f021_i02_d05,penalty,42,504,0.07599309999204706,0.0003462997847236693
bbob-constrained_f021_i03_d05,f021_i03_d05,project,42,504,0.16272269999899436,0.09723979984119069
bbob-constrained_f021_i03_d05,f021_i03_d05,reject,42,504,2.415023599998676,2.307112899943604
bbob-constrained_f021_i03_d05,f021_i03_d05,penalty,42,504,0.07895019999705255,0.00040720000106375664
bbob-constrained_f022_i01_d05,f022_i01_d05,project,42,504,0.17529159999685362,0.11045949987601489
bbob-constrained_f022_i01_d05,f022_i01_d05,reject,42,504,3.482648999997764,3.3595374999713385
bbob-constrained_f022_i01_d05,f022_i01_d05,penalty,42,504,0.07766629999969155,0.0003467000206001103
bbob-constrained_f022_i02_d05,f022_i02_d05,project,42,504,0.17960580000362825,0.10974549989623483
bbob-constrained_f022_i02_d05,f022_i02_d05,reject,42,504,3.241024100003415,3.1238243001134833
bbob-constrained_f022_i02_d05,f022_i02_d05,penalty,42,504,0.07974530001229141,0.00035920008667744696
bbob-constrained_f022_i03_d05,f022_i03_d05,project,42,504,0.17432459999690764,0.1135618998814607
bbob-constrained_f022_i03_d05,f022_i03_d05,reject,42,504,3.322166099998867,3.2018388998840237
bbob-constrained_f022_i03_d05,f022_i03_d05,penalty,42,504,0.07442410000658128,0.00034440010495018214
bbob-constrained_f023_i01_d05,f023_i01_d05,project,42,504,0.14713829998800065,0.0872893002233468
bbob-constrained_f023_i01_d05,f023_i01_d05,reject,42,504,3.0705970999988494,2.9539170000934973
bbob-constrained_f023_i01_d05,f023_i01_d05,penalty,42,504,0.07062589999986812,0.0003216999029973522
bbob-constrained_f023_i02_d05,f023_i02_d05,project,42,168,0.05477539999992587,0.03446350002195686
bbob-constrained_f023_i02_d05,f023_i02_d05,reject,42,504,2.5355336000066018,2.431788899906678
bbob-constrained_f023_i02_d05,f023_i02_d05,penalty,42,504,0.07040909999341238,0.0003178001206833869
bbob-constrained_f023_i03_d05,f023_i03_d05,project,42,208,0.0634083000040846,0.04080490011256188
bbob-constrained_f023_i03_d05,f023_i03_d05,reject,42,504,0.21946870000101626,0.15660839977499563
bbob-constrained_f023_i03_d05,f023_i03_d05,penalty,42,504,0.09778009999718051,0.0003724999842233956
bbob-constrained_f024_i01_d05,f024_i01_d05,project,42,504,0.18554320000112057,0.1158469999791123
bbob-constrained_f024_i01_d05,f024_i01_d05,reject,42,504,3.4849284999945667,3.3559954000957077
bbob-constrained_f024_i01_d05,f024_i01_d05,penalty,42,504,0.0805477000103565,0.00034839990257751197
bbob-constrained_f024_i02_d05,f024_i02_d05,project,42,504,0.1704563999956008,0.10732559999451041
bbob-constrained_f024_i02_d05,f024_i02_d05,reject,42,504,3.4690101000014693,3.345225200027926
bbob-constrained_f024_i02_d05,f024_i02_d05,penalty,42,504,0.08187129998987075,0.00034469985985197127
bbob-constrained_f024_i03_d05,f024_i03_d05,project,42,504,0.17754910000076052,0.10584869973536115
bbob-constrained_f024_i03_d05,f024_i03_d05,reject,42,504,3.4619052999914857,3.334242799814092
bbob-constrained_f024_i03_d05,f024_i03_d05,penalty,42,504,0.07964349999383558,0.0003439001156948507
bbob-constrained_f025_i01_d05,f025_i01_d05,project,42,504,0.1214445999939926,0.06255839984805789
bbob-constrained_f025_i01_d05,f025_i01_d05,reject,42,504,0.10906960000284016,0.05083620011282619
bbob-constrained_f025_i01_d05,f025_i01_d05,penalty,42,504,0.06970670000009704,0.0003322998818475753
bbob-constrained_f025_i02_d05,f025_i02_d05,project,42,224,0.041748600007849745,0.016626599899609573
bbob-constrained_f025_i02_d05,f025_i02_d05,reject,42,504,0.10982640000293031,0.05215630006568972
bbob-constrained_f025_i02_d05,f025_i02_d05,penalty,42,504,0.0673160000005737,0.0003361000999575481
bbob-constrained_f025_i03_d05,f025_i03_d05,project,42,504,0.11981319999904372,0.06258589978097007
bbob-constrained_f025_i03_d05,f025_i03_d05,reject,42,504,0.0960264999885112,0.035919199988711625
bbob-constrained_f025_i03_d05,f025_i03_d05,penalty,42,504,0.07139709999319166,0.00035879995266441256
bbob-constrained_f026_i01_d05,f026_i01_d05,project,42,504,0.1239759000018239,0.06544330010365229
bbob-constrained_f026_i01_d05,f026_i01_d05,reject,42,504,0.2859677000087686,0.21730669993849006
bbob-constrained_f026_i01_d05,f026_i01_d05,penalty,42,504,0.07401979999849573,0.00034970005799550563
bbob-constrained_f026_i02_d05,f026_i02_d05,project,42,56,0.013587099994765595,0.007564799961983226
bbob-constrained_f026_i02_d05,f026_i02_d05,reject,42,504,1.19016849999025,1.112368900096044
bbob-constrained_f026_i02_d05,f026_i02_d05,penalty,42,504,0.07083189999684691,0.00034709993633441627
bbob-constrained_f026_i03_d05,f026_i03_d05,project,42,504,0.12449810000543948,0.06782619989826344
bbob-constrained_f026_i03_d05,f026_i03_d05,reject,42,504,0.13596900000993628,0.0778174998704344
bbob-constrained_f026_i03_d05,f026_i03_d05,penalty,42,504,0.07441689999541268,0.00036399991950020194
bbob-constrained_f027_i01_d05,f027_i01_d05,project,42,504,0.14976559999922756,0.0889499998302199
bbob-constrained_f027_i01_d05,f027_i01_d05,reject,42,504,1.3020924000011291,1.214132799883373
bbob-constrained_f027_i01_d05,f027_i01_d05,penalty,42,504,0.07712719999835826,0.0003504000051179901
bbob-constrained_f027_i02_d05,f027_i02_d05,project,42,504,0.14762679999694228,0.08389610002632253
bbob-constrained_f027_i02_d05,f027_i02_d05,reject,42,504,1.249742400003015,1.1654550000530435
bbob-constrained_f027_i02_d05,f027_i02_d05,penalty,42,504,0.07657069999550004,0.0003600997442845255
bbob-constrained_f027_i03_d05,f027_i03_d05,project,42,144,0.04885580000700429,0.031052099977387115
bbob-constrained_f027_i03_d05,f027_i03_d05,reject,42,504,3.4616348999988986,3.3245327001495752
bbob-constrained_f027_i03_d05,f027_i03_d05,penalty,42,504,0.07279500000004191,0.000333800126099959
bbob-constrained_f028_i01_d05,f028_i01_d05,project,42,504,0.16190209999331273,0.10221700015245005
