method,label,problems,total_wall_s,mean_wall_s,median_wall_s,total_repair_s,repair_share_pct,mean_ms_per_eval
project,rzut,162,21.778159400026198,0.1344330827162111,0.14758730000176,12.467019399438868,57.24551451039463,0.29183120911655985
reject,odrzucenie,162,269.3954113999498,1.662934638271295,1.3678998999967007,254.27783139731036,94.38833054947786,3.299473488633522
penalty,kara,162,12.659982099896297,0.07814803765368085,0.07651824999629753,0.05868069673306309,0.4635132677916169,0.15505563026523977
